"Time","stock_id","Value","Var","Units","Pattern_check"
1982,"acadian_redfish_both",12.1982,"cumulative intensity","degrees C","Acadian redfish both"
1983,"acadian_redfish_both",127.1189,"cumulative intensity","degrees C","Acadian redfish both"
1984,"acadian_redfish_both",59.0991,"cumulative intensity","degrees C","Acadian redfish both"
1985,"acadian_redfish_both",6.2784,"cumulative intensity","degrees C","Acadian redfish both"
1989,"acadian_redfish_both",8.9454,"cumulative intensity","degrees C","Acadian redfish both"
1990,"acadian_redfish_both",55.8619,"cumulative intensity","degrees C","Acadian redfish both"
1991,"acadian_redfish_both",22.9178,"cumulative intensity","degrees C","Acadian redfish both"
1994,"acadian_redfish_both",47.0832,"cumulative intensity","degrees C","Acadian redfish both"
1999,"acadian_redfish_both",125.3679,"cumulative intensity","degrees C","Acadian redfish both"
2000,"acadian_redfish_both",34.5417,"cumulative intensity","degrees C","Acadian redfish both"
2001,"acadian_redfish_both",10.0516,"cumulative intensity","degrees C","Acadian redfish both"
2002,"acadian_redfish_both",62.3533,"cumulative intensity","degrees C","Acadian redfish both"
2003,"acadian_redfish_both",17.9527,"cumulative intensity","degrees C","Acadian redfish both"
2005,"acadian_redfish_both",17.2383,"cumulative intensity","degrees C","Acadian redfish both"
2006,"acadian_redfish_both",105.2917,"cumulative intensity","degrees C","Acadian redfish both"
2007,"acadian_redfish_both",26.3606,"cumulative intensity","degrees C","Acadian redfish both"
2008,"acadian_redfish_both",46.0673,"cumulative intensity","degrees C","Acadian redfish both"
2009,"acadian_redfish_both",46.1783,"cumulative intensity","degrees C","Acadian redfish both"
2010,"acadian_redfish_both",251.3424,"cumulative intensity","degrees C","Acadian redfish both"
2011,"acadian_redfish_both",452.3913,"cumulative intensity","degrees C","Acadian redfish both"
2012,"acadian_redfish_both",628.4372,"cumulative intensity","degrees C","Acadian redfish both"
2013,"acadian_redfish_both",250.5218,"cumulative intensity","degrees C","Acadian redfish both"
2014,"acadian_redfish_both",314.0123,"cumulative intensity","degrees C","Acadian redfish both"
2015,"acadian_redfish_both",288.114,"cumulative intensity","degrees C","Acadian redfish both"
2016,"acadian_redfish_both",620.4591,"cumulative intensity","degrees C","Acadian redfish both"
2017,"acadian_redfish_both",209.3626,"cumulative intensity","degrees C","Acadian redfish both"
2018,"acadian_redfish_both",458.4118,"cumulative intensity","degrees C","Acadian redfish both"
2019,"acadian_redfish_both",170.7497,"cumulative intensity","degrees C","Acadian redfish both"
2020,"acadian_redfish_both",442.5502,"cumulative intensity","degrees C","Acadian redfish both"
1982,"acadian_redfish_both",1.7852,"maximum intensity","degrees C","Acadian redfish both"
1983,"acadian_redfish_both",1.4803,"maximum intensity","degrees C","Acadian redfish both"
1983,"acadian_redfish_both",1.6368,"maximum intensity","degrees C","Acadian redfish both"
1983,"acadian_redfish_both",1.4613,"maximum intensity","degrees C","Acadian redfish both"
1983,"acadian_redfish_both",2.3816,"maximum intensity","degrees C","Acadian redfish both"
1983,"acadian_redfish_both",1.7561,"maximum intensity","degrees C","Acadian redfish both"
1984,"acadian_redfish_both",1.2117,"maximum intensity","degrees C","Acadian redfish both"
1984,"acadian_redfish_both",1.9131,"maximum intensity","degrees C","Acadian redfish both"
1984,"acadian_redfish_both",1.5879,"maximum intensity","degrees C","Acadian redfish both"
1984,"acadian_redfish_both",1.3502,"maximum intensity","degrees C","Acadian redfish both"
